# cmux-owned Swift warning budget.
# Format: count<TAB>relative path<TAB>warning message
# Reduce counts when warnings are fixed. CI fails if new warnings exceed this budget.
1	Packages/macOS/CmuxBrowser/Sources/CmuxBrowser/Profiles/Store/BrowserProfileStore.swift	main actor-isolated instance method 'createProfile(named:)' cannot be used to satisfy nonisolated requirement from protocol 'BrowserImportProfileProvisioning'
1	Packages/macOS/CmuxBrowser/Sources/CmuxBrowser/Profiles/Store/BrowserProfileStore.swift	main actor-isolated instance method 'profileDefinition(id:)' cannot be used to satisfy nonisolated requirement from protocol 'BrowserImportProfileProvisioning'
1	Packages/macOS/CmuxBrowser/Sources/CmuxBrowser/Profiles/Store/BrowserProfileStore.swift	main actor-isolated property 'profiles' cannot be used to satisfy nonisolated requirement from protocol 'BrowserImportProfileProvisioning'
1	Sources/App/TerminalDirectoryOpenSupport.swift	'fullPath(forApplication:)' was deprecated in macOS 11.0: Use -[NSWorkspace URLForApplicationWithBundleIdentifier:] instead.
3	Sources/AppDelegate+TerminalTextSendSeams.swift	call to main actor-isolated parameter 'handler' in a synchronous nonisolated context
1	Sources/AppDelegate.swift	'accessibilityAttributeValue' was deprecated in macOS 10.10: Use the NSAccessibility protocol methods instead (see NSAccessibilityProtocols.h)
4	Sources/AppDelegate.swift	'activateIgnoringOtherApps' was deprecated in macOS 14.0: ignoringOtherApps is deprecated in macOS 14 and will have no effect.
1	Sources/AppDelegate.swift	call to main actor-isolated instance method 'beginSuppressWebViewFocusForAddressBar()' in a synchronous nonisolated context
2	Sources/AppDelegate.swift	call to main actor-isolated instance method 'browserPanel(for:)' in a synchronous nonisolated context
1	Sources/AppDelegate.swift	call to main actor-isolated instance method 'clearFocus(ifTrackedPanelId:)' in a synchronous nonisolated context
1	Sources/AppDelegate.swift	call to main actor-isolated instance method 'endSuppressWebViewFocusForAddressBar()' in a synchronous nonisolated context
1	Sources/AppDelegate.swift	call to main actor-isolated instance method 'refreshGhosttyGotoSplitShortcuts()' in a synchronous nonisolated context
1	Sources/AppDelegate.swift	call to main actor-isolated instance method 'setFocused(panelId:)' in a synchronous nonisolated context
2	Sources/AppDelegate.swift	converting non-sendable function value to '@MainActor @Sendable @convention(block) () -> Void' may introduce data races
2	Sources/AppDelegate.swift	main actor-isolated property 'browserOmnibarFocusTracker' can not be referenced from a Sendable closure
1	Sources/AppIconRuntime.swift	extension declares a conformance of imported type 'NSKeyValueObservation' to imported protocol 'AppIconAppearanceObservation'; this will not behave correctly if the owners of 'Foundation' introduce this conformance in the future
2	Sources/CMUXInstalledExtensionSidebarHostView.swift	converting non-sendable function value to '@MainActor @Sendable () -> CmuxSidebarSnapshot' may introduce data races
2	Sources/CMUXInstalledExtensionSidebarHostView.swift	converting non-sendable function value to '@MainActor @Sendable (CmuxSidebarAction) -> CmuxSidebarActionResult' may introduce data races
1	Sources/CmuxExternalLinkPromptPresenter.swift	main actor-isolated property 'isEnabled' can not be mutated from a nonisolated context
1	Sources/CmuxExternalLinkPromptPresenter.swift	main actor-isolated property 'state' can not be referenced from a nonisolated context
20	Sources/ContentView.swift	'onChange(of:perform:)' was deprecated in macOS 14.0: Use `onChange` with a two or zero parameter action closure instead.
1	Sources/ContentView.swift	use of protocol 'Panel' as a type must be written 'any Panel'; this will be an error in a future Swift language mode
1	Sources/ControlBrowserEvalAwaiter+BrowserCookieStoreAwaiting.swift	extension declares a conformance of imported type 'ControlBrowserEvalAwaiter' to imported protocol 'BrowserCookieStoreAwaiting'; this will not behave correctly if the owners of 'CmuxControlSocket' introduce this conformance in the future
1	Sources/ControlBrowserEvalAwaiter+BrowserCookieStoreAwaiting.swift	sendability of function types in instance method 'await(timeout:start:)' does not match requirement in protocol 'BrowserCookieStoreAwaiting'
1	Sources/DebugWindowControlsContentProvider.swift	'service' mutated after capture by sendable closure
1	Sources/Feed/FeedPanelView.swift	'onChange(of:perform:)' was deprecated in macOS 14.0: Use `onChange` with a two or zero parameter action closure instead.
1	Sources/FileExplorerError+LocalizedError.swift	extension declares a conformance of imported type 'FileExplorerError' to imported protocol 'LocalizedError'; this will not behave correctly if the owners of 'CmuxFoundation' introduce this conformance in the future
2	Sources/FileExplorerStore.swift	capture of 'self' with non-sendable type 'FileExplorerStore?' in a '@Sendable' closure
1	Sources/FileExplorerView.swift	call to main actor-isolated instance method 'applyStoredSelection(in:fallbackToFirstVisible:scroll:)' in a synchronous nonisolated context
1	Sources/FileExplorerView.swift	call to main actor-isolated instance method 'withProgrammaticOutlineUpdate' in a synchronous nonisolated context
1	Sources/FileExplorerView.swift	capture of 'self' with non-sendable type 'FileExplorerPanelView.Coordinator?' in a '@Sendable' closure
1	Sources/FocusStealingResponderConformances.swift	extension declares a conformance of imported type 'WKWebView' to imported protocol 'FocusStealingResponder'; this will not behave correctly if the owners of 'WebKit' introduce this conformance in the future
1	Sources/GhosttyTerminalView.swift	'unsafeBitCast' from '@convention(c) (UnsafeMutableRawPointer?, ghostty_clipboard_e, UnsafeMutableRawPointer?) -> Bool' to 'ghostty_runtime_read_clipboard_cb' (aka '@convention(c) (Optional<UnsafeMutableRawPointer>, ghostty_clipboard_e, Optional<UnsafeMutableRawPointer>) -> Bool') is unnecessary and can be removed
1	Sources/GhosttyTerminalView.swift	left side of nil coalescing operator '??' has non-optional type '[NSPasteboard.PasteboardType]', so the right side is never used
1	Sources/MultiWindowNotificationUITestScaffold.swift	add '@preconcurrency' to suppress 'Sendable'-related warnings from module 'Dispatch'
4	Sources/MultiWindowNotificationUITestScaffold.swift	call to main actor-isolated local function 'attemptFocus()' in a synchronous nonisolated context
2	Sources/MultiWindowNotificationUITestScaffold.swift	call to main actor-isolated local function 'attemptResolve()' in a synchronous nonisolated context
1	Sources/MultiWindowNotificationUITestScaffold.swift	call to main actor-isolated local function 'publishCurrentState(isTimedOut:)' in a synchronous nonisolated context
1	Sources/MultiWindowNotificationUITestScaffold.swift	capture of 'observer' with non-sendable type '(any NSObjectProtocol)?' in a '@Sendable' closure
1	Sources/MultiWindowNotificationUITestScaffold.swift	capture of 'timeoutWorkItem' with non-sendable type 'DispatchWorkItem?' in a '@Sendable' closure
1	Sources/NotificationsPage.swift	'onChange(of:perform:)' was deprecated in macOS 14.0: Use `onChange` with a two or zero parameter action closure instead.
1	Sources/Panels/BrowserPanel.swift	'@preconcurrency' on conformance to 'NSWindowDelegate' has no effect
2	Sources/Panels/BrowserPanel.swift	converting non-sendable function value to '@MainActor @Sendable @convention(block) () -> Void' may introduce data races
1	Sources/Panels/BrowserPanel.swift	main actor-isolated static property 'shared' can not be referenced from a nonisolated context
9	Sources/Panels/BrowserPanelView.swift	'onChange(of:perform:)' was deprecated in macOS 14.0: Use `onChange` with a two or zero parameter action closure instead.
1	Sources/Panels/CmuxWebView.swift	passing non-sendable parameter 'completion' to function expecting a @Sendable closure
1	Sources/Panels/ReactGrab.swift	consider using asynchronous alternative function
1	Sources/PortalStatsUITestRecorder.swift	call to main actor-isolated instance method 'writeUITestDiagnosticsIfNeeded(stage:)' in a synchronous nonisolated context
1	Sources/SessionIndexStore.swift	instance method 'makeIterator' is unavailable from asynchronous contexts
1	Sources/SessionIndexStore.swift	reference to captured var 'self' in concurrently-executing code
1	Sources/Settings/ConfigSettingsView.swift	'onChange(of:perform:)' was deprecated in macOS 14.0: Use `onChange` with a two or zero parameter action closure instead.
1	Sources/SidebarTabItemSettingsStore.swift	'nonisolated(unsafe)' has no effect on property 'defaultsObserver', consider using 'nonisolated'
1	Sources/SidebarTabItemSettingsStore.swift	'nonisolated(unsafe)' has no effect on property 'ghosttyConfigObserver', consider using 'nonisolated'
1	Sources/SidebarTabItemSettingsStore.swift	'nonisolated(unsafe)' has no effect on property 'sidebarFontSizeLoadTask', consider using 'nonisolated'
1	Sources/TabManager+WorkspaceGroupJoining.swift	extension declares a conformance of imported type 'WorkspacesObservation' to imported protocol 'WorkspaceGroupJoinObservation'; this will not behave correctly if the owners of 'CmuxWorkspaces' introduce this conformance in the future
1	Sources/TabManager+WorkspaceGroupJoining.swift	passing non-sendable parameter 'onChange' to function expecting a @Sendable closure
12	Sources/TabManager.swift	result of call to 'closePanel(_:force:)' is unused
1	Sources/TerminalController.swift	main actor-isolated static property 'instance' can not be referenced from a nonisolated autoclosure
1	Sources/TerminalController.swift	non-sendable result type 'TerminalController.V2CallResult' (aka 'BrowserCommandResult') cannot be sent from main actor-isolated context in call to instance method 'v2MobileAttachTicketCreate(params:)'
2	Sources/Update/UpdateLogStore.swift	result of 'try?' is unused
2	Sources/WindowDragHandleView.swift	main actor-isolated property 'currentEvent' can not be referenced from a nonisolated context
2	Sources/WindowDragHandleView.swift	main actor-isolated var 'NSApp' can not be referenced from a nonisolated context
1	Sources/Workspace+ClosedBrowserPanelReopenWorkspaceHandle.swift	using '_' to ignore the result of a Void-returning function is redundant
1	Sources/Workspace+WorkspaceLayoutFollowUpHosting.swift	call to main actor-isolated parameter 'onEvent' in a synchronous nonisolated context
2	Sources/Workspace.swift	'internal(set)' modifier is redundant for an internal property
2	Sources/Workspace.swift	using '_' to ignore the result of a Void-returning function is redundant
2	Sources/cmuxApp.swift	'onChange(of:perform:)' was deprecated in macOS 14.0: Use `onChange` with a two or zero parameter action closure instead.
